FirstName;MiddleName;LastName;BirthYear;Age;PassportID
Vladimir;Svytoslavich;Eliseev;1998;22;64711
Vladislav;Petrovich;Dmitriev;1943;77;73162
Georgiy;Evgenievich;Nikitin;1952;68;70815
Denis;Evgenievich;Nikitin;1959;61;37690
Denis;Vasilievich;Borisov;2002;18;32435
Vladislav;Svytoslavich;Fedoro;1982;38;38328
Svaytoslav;Nikolaevich;Krasnov;1941;79;49153
Arkady;Ivanovich;Lisev;1970;50;39909
Alex;Evgenievich;Krasnov;2001;19;31208
Andrey;Vladimirovich;Artemov;1951;69;46464
Stanislav;Ivanovich;Victorov;1983;37;96325
Georgiy;Svytoslavich;Rzhevskiy;1927;93;12378
Nikita;Olegovich;Kamishev;1935;85;24350
Stanislav;Victorovich;Kamishev;1989;31;98644
Ivan;Olegovich;Sobolev;1967;53;6143
Maxim;Olegovich;Dmitriev;1945;75;65462
Vitaliy;Vladimirovich;Lisev;1970;50;17725
Nikita;Vasilievich;Koshkin;1987;33;74001
Stanislav;Olegovich;Victorov;1989;31;59569
Vladislav;Svytoslavich;Moryashov;1931;89;34382
Svaytoslav;Vitalievich;Victorov;1951;69;86288
Arkady;Dmitrievich;Krasnov;1916;104;96426
Oleg;Victorovich;Eliseev;1970;50;76317
Denis;Evgenievich;Rogkov;1950;70;47206
Vladislav;Vitalievich;Okunevskiy;2007;13;17200
Alex;Vasilievich;Moryashov;1987;33;67101
Arkady;Dmitrievich;Fedoro;1970;50;72167
Nikolay;Ivanovich;Petrov;1992;28;16458
Slava;Dmitrievich;Volkov;1973;47;10193
Artem;Vitalievich;Ivanov;1966;54;90997
Nikita;Nikolaevich;Borisov;1964;56;87533
Dmitriy;Victorovich;Moryashov;1939;81;7486
Peter;Olegovich;Nikitin;1925;95;25769
Arseny;Dmitrievich;Koshkin;2007;13;75389
George;Stanislavovich;Nikitin;1984;36;2938
Nikita;Olegovich;Ribin;2002;18;86718
Georgiy;Nikolaevich;Fedoro;1915;105;21875
Anton;Svytoslavich;Fedoro;2008;12;28620
Arkady;Nikolaevich;Okunevskiy;1955;65;7077
Dmitriy;Nikolaevich;Eliseev;1914;106;2923
Boris;Nikolaevich;Lisev;2006;14;69707
Vladislav;Svytoslavich;Petrov;1983;37;37165
Vitaliy;Petrovich;Artemov;2014;6;32972
Vladislav;Vladimirovich;Krasnov;2007;13;4617
Denis;Stanislavovich;Rzhevskiy;2009;11;89190
Andrey;Victorovich;Fedoro;1971;49;49125
Denis;Stanislavovich;Rogkov;1979;41;27979
Georgiy;Nikolaevich;Rogkov;1915;105;46702
Vitaliy;Vitalievich;Volkov;2017;3;94869
Victor;Olegovich;Nikitin;2002;18;42316
Rustam;Borisovich;Nikitin;1965;55;73189
Vitaliy;Stanislavovich;Borisov;1913;107;89504
Artem;Vasilievich;Volkov;1938;82;92739
Alex;Dmitrievich;Nikitin;1983;37;5038
Arnold;Olegovich;Artemov;1941;79;17844
Svaytoslav;Dmitrievich;Petrov;1973;47;43321
Arkady;Vitalievich;Victorov;1996;24;18668
Andrey;Evgenievich;Kamishev;1982;38;7684
Andrey;Nikolaevich;Sobolev;2000;20;44450
Victor;Nikolaevich;Ribin;2011;9;61598
Slava;Vasilievich;Sobolev;1960;60;59096
Stanislav;Olegovich;Okunevskiy;1927;93;93252
Georgiy;Vasilievich;Moryashov;2012;8;30167
Arseny;Ivanovich;Eliseev;2017;3;35865
George;Vitalievich;Rzhevskiy;1956;64;44517
Dmitriy;Vasilievich;Artemov;1965;55;64973
Vasiliy;Svytoslavich;Rogkov;2008;12;20108
Boris;Vitalievich;Kamishev;1936;84;95547
Arkady;Borisovich;Ivanov;1956;64;56498
Vitaliy;Stanislavovich;Krasnov;1929;91;99124
Nikita;Borisovich;Nikitin;1942;78;78188
George;Dmitrievich;Dmitriev;1961;59;65785
Yuriy;Stanislavovich;Moryashov;1925;95;38767
Boris;Evgenievich;Dmitriev;1941;79;61131
Georgiy;Vitalievich;Krasnov;1974;46;31107
Denis;Ivanovich;Sobolev;1999;21;86407
Denis;Victorovich;Ivanov;1918;102;53041
Nikolay;Nikolaevich;Rzhevskiy;1941;79;53160
Anton;Nikolaevich;Koshkin;1926;94;71184
Vitaliy;Stanislavovich;Sobolev;1975;45;45127
Arkady;Vitalievich;Moryashov;2011;9;70189
Stanislav;Petrovich;Ribin;1946;74;71245
Andrey;Stanislavovich;Victorov;1915;105;33536
Vitaliy;Vitalievich;Ribin;1948;72;28168
Vladimir;Stanislavovich;Borisov;1914;106;37391
Vasiliy;Nikolaevich;Ribin;1929;91;128
Dmitriy;Petrovich;Sobolev;1949;71;13336
Dmitriy;Vitalievich;Moryashov;1939;81;41340
Yuriy;Petrovich;Fedoro;1919;101;11899
Denis;Borisovich;Borisov;1911;109;23926
Evgeniy;Borisovich;Okunevskiy;1941;79;38734
Anton;Ivanovich;Okunevskiy;1996;24;4791
Boris;Olegovich;Fedoro;1937;83;1992
Stanislav;Dmitrievich;Volkov;1925;95;80715
Vladislav;Borisovich;Borisov;2011;9;65034
Dmitriy;Ivanovich;Krasnov;1953;67;74513
Andrey;Olegovich;Ribin;1923;97;5835
Bohdan;Victorovich;Dmitriev;2013;7;39210
German;Vasilievich;Dmitriev;2002;18;5841
Maxim;Ivanovich;Dmitriev;1944;76;93697
Dmitriy;Borisovich;Rzhevskiy;2005;15;88760
Rustam;Svytoslavich;Nikitin;2019;1;25641
Arseny;Petrovich;Kamishev;1947;73;66701
Svaytoslav;Ivanovich;Fedoro;1937;83;27146
Bohdan;Nikolaevich;Rogkov;1970;50;89693
Vasiliy;Ivanovich;Moryashov;1995;25;78936
Arkady;Stanislavovich;Sobolev;1981;39;96911
Arnold;Dmitrievich;Fedoro;2012;8;81786
Rustam;Evgenievich;Rzhevskiy;1937;83;97280
Anton;Svytoslavich;Borisov;2000;20;62340
Arnold;Ivanovich;Kamishev;2007;13;25135
Oleg;Dmitrievich;Fedoro;1949;71;66429
Peter;Vasilievich;Lisev;2019;1;86385
Boris;Dmitrievich;Kamishev;1991;29;9640
Boris;Ivanovich;Sobolev;2012;8;94442
Stanislav;Borisovich;Ivanov;1992;28;93963
Ivan;Victorovich;Okunevskiy;1912;108;55534
German;Petrovich;Ivanov;1926;94;34058
Dmitriy;Olegovich;Fedoro;1929;91;62337
Arnold;Ivanovich;Victorov;1915;105;78991
Boris;Svytoslavich;Victorov;1947;73;55998
Artem;Victorovich;Nikitin;1980;40;77962
Denis;Petrovich;Koshkin;1940;80;81505
Dmitriy;Vasilievich;Artemov;1999;21;34153
Svaytoslav;Victorovich;Rogkov;1943;77;53074
Georgiy;Dmitrievich;Lisev;2013;7;31534
Alex;Borisovich;Kamishev;1995;25;26822
Nikita;Stanislavovich;Okunevskiy;1979;41;18173
Vladislav;Vasilievich;Moryashov;2018;2;10238
Arseny;Petrovich;Ivanov;1974;46;98510
George;Vladimirovich;Okunevskiy;2004;16;84286
Nikita;Olegovich;Moryashov;1976;44;38810
Victor;Vitalievich;Eliseev;1919;101;36753
Oleg;Vitalievich;Artemov;1910;110;37104
Nikita;Ivanovich;Sobolev;2017;3;67473
George;Vasilievich;Petrov;1934;86;63795
Bohdan;Borisovich;Eliseev;1941;79;89397
Arkady;Petrovich;Fedoro;1949;71;54268
Stanislav;Ivanovich;Dmitriev;1989;31;77181
Vladimir;Vitalievich;Ivanov;1926;94;42933
Denis;Svytoslavich;Rzhevskiy;1983;37;68904
Ivan;Vasilievich;Dmitriev;1935;85;81371
Bohdan;Evgenievich;Rzhevskiy;1979;41;69841
George;Vladimirovich;Nikitin;1925;95;94421
Bohdan;Olegovich;Artemov;1920;100;1779
Anton;Svytoslavich;Fedoro;1946;74;9479
Oleg;Victorovich;Artemov;1936;84;50364
George;Nikolaevich;Ivanov;1992;28;58586
Vladimir;Victorovich;Eliseev;1940;80;48060
Svaytoslav;Olegovich;Petrov;1946;74;12320
Svaytoslav;Nikolaevich;Ivanov;1930;90;54997
George;Ivanovich;Dmitriev;2014;6;72115
Svaytoslav;Olegovich;Okunevskiy;1951;69;25693
German;Evgenievich;Volkov;1917;103;35050
Yuriy;Stanislavovich;Ribin;1982;38;39878
Ivan;Ivanovich;Dmitriev;1950;70;65913
Denis;Olegovich;Ivanov;1995;25;92150
Georgiy;Stanislavovich;Kamishev;1932;88;76989
Arkady;Stanislavovich;Fedoro;2000;20;40849
Bohdan;Vasilievich;Nikitin;1931;89;39725
Oleg;Vladimirovich;Petrov;1914;106;73867
German;Victorovich;Koshkin;1967;53;46415
Evgeniy;Victorovich;Okunevskiy;1999;21;20206
Oleg;Vladimirovich;Eliseev;1975;45;16650
Arnold;Borisovich;Volkov;1969;51;84197
Nikita;Stanislavovich;Ribin;1910;110;15570
Vladimir;Vasilievich;Nikitin;1984;36;65971
Vasiliy;Evgenievich;Rogkov;1977;43;30637
Rustam;Vladimirovich;Dmitriev;2002;18;20422
Artem;Nikolaevich;Eliseev;2006;14;53953
Svaytoslav;Borisovich;Koshkin;2013;7;59343
Ivan;Vasilievich;Eliseev;1941;79;50144
Anton;Victorovich;Nikitin;1951;69;80538
Oleg;Evgenievich;Ribin;1991;29;68095
Artem;Olegovich;Sobolev;1937;83;75926
Andrey;Olegovich;Krasnov;1925;95;91036
George;Ivanovich;Lisev;1951;69;90331
George;Stanislavovich;Borisov;2019;1;25867
German;Vitalievich;Victorov;1977;43;36384
Anton;Nikolaevich;Victorov;1993;27;21866
Arseny;Nikolaevich;Okunevskiy;1984;36;81505
Peter;Vasilievich;Okunevskiy;1974;46;93536
Stanislav;Stanislavovich;Koshkin;2007;13;72112
Vladimir;Petrovich;Sobolev;1956;64;14682
Arseny;Dmitrievich;Volkov;1944;76;11343
Peter;Olegovich;Koshkin;1964;56;63573
Maxim;Stanislavovich;Moryashov;1999;21;21594
Arkady;Victorovich;Koshkin;1987;33;44434
Boris;Olegovich;Rogkov;1976;44;64650
Ivan;Ivanovich;Rogkov;1992;28;1470
Arkady;Ivanovich;Fedoro;1956;64;23059
Andrey;Stanislavovich;Petrov;2018;2;90173
Vladimir;Vitalievich;Sobolev;1976;44;28479
Nikita;Olegovich;Kamishev;1963;57;89593
Ivan;Nikolaevich;Lisev;1920;100;19000
Evgeniy;Stanislavovich;Sobolev;1981;39;41111
Maxim;Victorovich;Eliseev;1962;58;80431
Arseny;Ivanovich;Rogkov;2017;3;96218
Maxim;Nikolaevich;Artemov;2013;7;38297
Vitaliy;Ivanovich;Koshkin;1916;104;60704
Anton;Evgenievich;Rzhevskiy;2014;6;80947
Stanislav;Borisovich;Volkov;2004;16;47941
Vitaliy;Ivanovich;Rogkov;2014;6;71452
Victor;Ivanovich;Artemov;1916;104;11844
Nikolay;Vasilievich;Lisev;1931;89;10419
Stanislav;Vasilievich;Dmitriev;1991;29;33469
Nikita;Ivanovich;Krasnov;1977;43;4651
Ivan;Dmitrievich;Ribin;2019;1;96343
Dmitriy;Vasilievich;Moryashov;1943;77;41605
Dmitriy;Vasilievich;Artemov;1941;79;17029
Arkady;Borisovich;Koshkin;1934;86;28211
Dmitriy;Nikolaevich;Ivanov;1921;99;11761
Vladimir;Vitalievich;Dmitriev;2004;16;88018
Georgiy;Vitalievich;Koshkin;2018;2;89443
Yuriy;Vladimirovich;Ivanov;1995;25;85085
Vladimir;Olegovich;Krasnov;1942;78;78789
Dmitriy;Dmitrievich;Sobolev;1969;51;18933
Vladimir;Vladimirovich;Borisov;1994;26;35041
Alex;Stanislavovich;Ivanov;1983;37;75020
Denis;Olegovich;Ivanov;1911;109;42200
Vladimir;Olegovich;Nikitin;1965;55;81637
Alex;Svytoslavich;Artemov;1966;54;42512
Evgeniy;Olegovich;Moryashov;2017;3;80019
Evgeniy;Ivanovich;Borisov;1946;74;98638
Arseny;Victorovich;Rogkov;1938;82;21466
Georgiy;Ivanovich;Moryashov;2003;17;37827
Vladislav;Vasilievich;Volkov;1980;40;26691
Nikita;Ivanovich;Ivanov;1913;107;54210
Alex;Evgenievich;Fedoro;2013;7;40415
Peter;Ivanovich;Rzhevskiy;1913;107;67354
Victor;Victorovich;Ribin;1940;80;51176
Ivan;Petrovich;Rzhevskiy;1977;43;65153
Vitaliy;Svytoslavich;Dmitriev;1982;38;84756
Bohdan;Borisovich;Fedoro;1962;58;9298
Vasiliy;Ivanovich;Borisov;2014;6;82189
Oleg;Victorovich;Borisov;1920;100;64580
Oleg;Dmitrievich;Sobolev;1989;31;2429
Anton;Vladimirovich;Sobolev;1992;28;41587
Slava;Svytoslavich;Kamishev;1980;40;7892
Denis;Olegovich;Krasnov;1988;32;28525
Ivan;Victorovich;Victorov;1976;44;60808
Vasiliy;Vitalievich;Koshkin;1955;65;44318
Vladislav;Dmitrievich;Sobolev;1993;27;42176
Nikita;Dmitrievich;Moryashov;1911;109;84350
Ivan;Vladimirovich;Victorov;1936;84;65376
Georgiy;Vladimirovich;Sobolev;1987;33;64915
Anton;Svytoslavich;Sobolev;1953;67;55952
Bohdan;Nikolaevich;Nikitin;2000;20;14648
Nikolay;Victorovich;Victorov;1992;28;70067
Artem;Borisovich;Eliseev;1950;70;24085
Bohdan;Vitalievich;Eliseev;1983;37;89141
Vasiliy;Ivanovich;Ivanov;1949;71;59825
Vladimir;Victorovich;Okunevskiy;2015;5;19791
Bohdan;Ivanovich;Victorov;1979;41;90758
Stanislav;Svytoslavich;Eliseev;2008;12;8917
Vladimir;Petrovich;Sobolev;2016;4;72371
Peter;Petrovich;Rogkov;2008;12;15842
Andrey;Evgenievich;Ivanov;1981;39;4037
Nikita;Stanislavovich;Victorov;2010;10;29926
Arseny;Vladimirovich;Okunevskiy;2013;7;26087
Nikita;Dmitrievich;Krasnov;1991;29;44749
Arkady;Svytoslavich;Ivanov;1959;61;70409
Stanislav;Olegovich;Petrov;1939;81;61955
Rustam;Victorovich;Fedoro;1989;31;33265
Ivan;Nikolaevich;Petrov;1942;78;61268
Nikolay;Olegovich;Kamishev;1970;50;14221
Stanislav;Ivanovich;Kamishev;1981;39;845
Victor;Ivanovich;Sobolev;2013;7;73024
Arseny;Olegovich;Ribin;1949;71;66063
Slava;Olegovich;Ivanov;1961;59;9656
Boris;Vitalievich;Ivanov;1939;81;28156
Rustam;Victorovich;Fedoro;1989;31;83904
Ivan;Vladimirovich;Kamishev;1941;79;68764
Victor;Borisovich;Koshkin;1938;82;72212
Bohdan;Borisovich;Rogkov;1959;61;35242
Slava;Borisovich;Dmitriev;1979;41;23831
Bohdan;Borisovich;Nikitin;1914;106;76989
Anton;Vasilievich;Moryashov;1923;97;37940
Vitaliy;Evgenievich;Artemov;1946;74;37382
Boris;Vasilievich;Sobolev;1983;37;50614
Victor;Ivanovich;Kamishev;2008;12;1974
Slava;Vitalievich;Artemov;1962;58;8468
Vladimir;Vasilievich;Koshkin;1999;21;93569
George;Nikolaevich;Nikitin;1991;29;26038
Evgeniy;Petrovich;Okunevskiy;1937;83;21430
Andrey;Olegovich;Volkov;1949;71;89983
Dmitriy;Ivanovich;Koshkin;1982;38;97579
Ivan;Evgenievich;Rzhevskiy;1910;110;96752
Evgeniy;Vladimirovich;Rzhevskiy;1980;40;90243
Anton;Vitalievich;Eliseev;1975;45;4260
Denis;Petrovich;Dmitriev;2008;12;55967
Andrey;Evgenievich;Ivanov;1960;60;55009
Stanislav;Stanislavovich;Lisev;1962;58;39646
Alex;Vasilievich;Krasnov;1983;37;99938
Maxim;Svytoslavich;Petrov;1963;57;18604
Arseny;Olegovich;Dmitriev;1936;84;32450
Boris;Ivanovich;Fedoro;1959;61;55534
Boris;Vladimirovich;Volkov;1973;47;42036
Rustam;Vladimirovich;Volkov;1943;77;77358
Andrey;Vladimirovich;Dmitriev;1913;107;29975
Arseny;Svytoslavich;Lisev;1938;82;76442
George;Petrovich;Borisov;1992;28;8011
Victor;Svytoslavich;Krasnov;1961;59;98574
Slava;Dmitrievich;Volkov;2005;15;36912
Ivan;Ivanovich;Koshkin;1981;39;1919
Bohdan;Petrovich;Volkov;1946;74;68312
Nikolay;Vitalievich;Rzhevskiy;1915;105;4986
George;Vasilievich;Kamishev;2019;1;42542
Maxim;Evgenievich;Borisov;1936;84;51878
Rustam;Olegovich;Eliseev;1991;29;79641
Dmitriy;Evgenievich;Rzhevskiy;1929;91;72655
Artem;Victorovich;Moryashov;2006;14;93154
Arseny;Ivanovich;Sobolev;1933;87;67516
Vitaliy;Nikolaevich;Dmitriev;2007;13;69075
Oleg;Petrovich;Petrov;1977;43;58546
Arnold;Vasilievich;Victorov;1916;104;97708
Andrey;Evgenievich;Dmitriev;1957;63;94485
Artem;Victorovich;Lisev;1923;97;37089
Svaytoslav;Borisovich;Victorov;1990;30;24439
Vasiliy;Nikolaevich;Nikitin;2019;1;35276
Vladimir;Ivanovich;Artemov;2015;5;38926
Alex;Victorovich;Petrov;1914;106;57670
Rustam;Vasilievich;Artemov;1923;97;72719
German;Nikolaevich;Ribin;1974;46;67369
Dmitriy;Svytoslavich;Eliseev;1967;53;36942
Vladislav;Borisovich;Victorov;1941;79;3616
Victor;Evgenievich;Okunevskiy;1970;50;59730
Artem;Nikolaevich;Rogkov;1959;61;8236
Vladimir;Svytoslavich;Volkov;2019;1;28217
Arnold;Ivanovich;Moryashov;1985;35;75185
Artem;Vitalievich;Victorov;1986;34;2267
Andrey;Olegovich;Ribin;1987;33;56355
German;Olegovich;Artemov;1951;69;74309
Georgiy;Vasilievich;Moryashov;1975;45;60121
Bohdan;Nikolaevich;Victorov;1936;84;42893
Georgiy;Ivanovich;Volkov;1951;69;40113
Yuriy;Borisovich;Fedoro;1940;80;12353
George;Ivanovich;Ivanov;2000;20;3344
Ivan;Vasilievich;Kamishev;2003;17;89623
Evgeniy;Evgenievich;Artemov;1914;106;80932
Stanislav;Victorovich;Koshkin;1977;43;84701
Maxim;Petrovich;Rogkov;1934;86;14255
Boris;Nikolaevich;Fedoro;1973;47;95687
Vitaliy;Stanislavovich;Fedoro;2012;8;26856
Georgiy;Borisovich;Eliseev;1935;85;35166
Boris;Stanislavovich;Rzhevskiy;1919;101;89910
Evgeniy;Olegovich;Rogkov;1921;99;94940
Arkady;Evgenievich;Petrov;1920;100;59810
Denis;Dmitrievich;Borisov;1948;72;12512
Evgeniy;Vladimirovich;Sobolev;1967;53;82097
Alex;Vladimirovich;Borisov;1981;39;58568
Dmitriy;Ivanovich;Victorov;2007;13;29575
Arseny;Petrovich;Koshkin;1970;50;71785
Maxim;Ivanovich;Petrov;2017;3;86547
Evgeniy;Victorovich;Sobolev;1980;40;88698
Vitaliy;Borisovich;Kamishev;1934;86;17679
Dmitriy;Vitalievich;Kamishev;1914;106;14108
Arnold;Dmitrievich;Eliseev;1913;107;82262
Alex;Svytoslavich;Ivanov;1924;96;14548
Oleg;Ivanovich;Sobolev;1910;110;84289
Rustam;Vladimirovich;Rzhevskiy;1922;98;55613
Stanislav;Svytoslavich;Ivanov;1985;35;99240
Nikolay;Ivanovich;Fedoro;1924;96;6762
Oleg;Petrovich;Rogkov;1934;86;1211
Stanislav;Vasilievich;Ivanov;1957;63;66042
Nikita;Petrovich;Sobolev;1927;93;42567
Stanislav;Evgenievich;Ribin;1979;41;75502
Vasiliy;Olegovich;Fedoro;2010;10;24198
Victor;Svytoslavich;Eliseev;1912;108;67769
Artem;Ivanovich;Rzhevskiy;1972;48;51167
Ivan;Vladimirovich;Kamishev;1984;36;67979
Stanislav;Evgenievich;Moryashov;1980;40;7577
Nikita;Nikolaevich;Okunevskiy;1986;34;35734
Vladislav;Petrovich;Sobolev;1954;66;19159
Victor;Vitalievich;Artemov;1931;89;31006
Victor;Vitalievich;Ivanov;1986;34;14447
Vasiliy;Ivanovich;Borisov;1992;28;89037
Bohdan;Vasilievich;Moryashov;1931;89;58107
Arseny;Petrovich;Krasnov;2007;13;54234
Victor;Vitalievich;Artemov;1972;48;25461
Denis;Stanislavovich;Lisev;1977;43;14697
Nikita;Vasilievich;Okunevskiy;1940;80;28159
Boris;Victorovich;Fedoro;2015;5;59657
Boris;Ivanovich;Rzhevskiy;1912;108;99398
Andrey;Petrovich;Okunevskiy;1955;65;14331
Arseny;Victorovich;Krasnov;1919;101;16306
Svaytoslav;Vasilievich;Fedoro;1914;106;53047
Maxim;Ivanovich;Krasnov;1928;92;88589
Denis;Stanislavovich;Dmitriev;2015;5;14236
Georgiy;Vitalievich;Sobolev;2001;19;89797
Nikita;Borisovich;Moryashov;2009;11;2911
Vitaliy;Borisovich;Rzhevskiy;2018;2;62382
Arseny;Olegovich;Ribin;1936;84;29639
Dmitriy;Vasilievich;Koshkin;1913;107;2893
Arkady;Svytoslavich;Petrov;1960;60;62639
Rustam;Ivanovich;Koshkin;1992;28;41718
Georgiy;Vitalievich;Krasnov;2013;7;23636
Arnold;Olegovich;Dmitriev;1994;26;85064
Arnold;Ivanovich;Volkov;1986;34;1403
Stanislav;Olegovich;Fedoro;1967;53;97979
Andrey;Olegovich;Volkov;1912;108;51481
Victor;Vitalievich;Ivanov;1916;104;88753
Nikolay;Stanislavovich;Rzhevskiy;2005;15;59517
Boris;Stanislavovich;Rogkov;1970;50;19186
Yuriy;Olegovich;Borisov;2000;20;30881
Arkady;Evgenievich;Borisov;1938;82;24839
Nikolay;Ivanovich;Lisev;1990;30;93783
Arnold;Borisovich;Rogkov;1959;61;96771
Maxim;Olegovich;Volkov;2002;18;28858
Nikolay;Nikolaevich;Eliseev;2018;2;63927
German;Vasilievich;Nikitin;1915;105;28547
Boris;Vasilievich;Volkov;1920;100;35898
Arkady;Victorovich;Volkov;1979;41;5853
Bohdan;Olegovich;Petrov;1942;78;31546
Rustam;Vitalievich;Eliseev;1937;83;78026
Dmitriy;Olegovich;Kamishev;1927;93;42619
Arnold;Petrovich;Fedoro;2002;18;7702
Georgiy;Victorovich;Koshkin;1984;36;75493
Georgiy;Vladimirovich;Rzhevskiy;1958;62;55540
Dmitriy;Olegovich;Artemov;1925;95;90859
Yuriy;Petrovich;Ivanov;1911;109;46037
Nikolay;Victorovich;Okunevskiy;1989;31;33277
Nikolay;Ivanovich;Borisov;1973;47;35294
Denis;Olegovich;Rzhevskiy;2007;13;22425
Vasiliy;Evgenievich;Rogkov;1920;100;57844
Dmitriy;Stanislavovich;Artemov;2001;19;77974
Maxim;Olegovich;Rzhevskiy;1915;105;82323
Andrey;Petrovich;Fedoro;1946;74;83175
Oleg;Borisovich;Rzhevskiy;1931;89;84713
Peter;Vasilievich;Nikitin;2008;12;70445
George;Vasilievich;Kamishev;1969;51;16226
Denis;Svytoslavich;Volkov;1983;37;48393
Vladimir;Vasilievich;Koshkin;1986;34;62453
Anton;Nikolaevich;Krasnov;1958;62;96206
Yuriy;Olegovich;Krasnov;1945;75;24314
Denis;Evgenievich;Dmitriev;1958;62;40589
Stanislav;Dmitrievich;Artemov;1922;98;61671
George;Ivanovich;Nikitin;2013;7;14917
Boris;Ivanovich;Rogkov;2011;9;89794
Evgeniy;Nikolaevich;Moryashov;2008;12;92794
Arnold;Olegovich;Rogkov;2008;12;69988
George;Ivanovich;Krasnov;2010;10;750
Nikita;Stanislavovich;Rzhevskiy;1936;84;50614
Rustam;Stanislavovich;Krasnov;1929;91;60478
Arseny;Ivanovich;Eliseev;1973;47;56416
Vladimir;Vladimirovich;Koshkin;1979;41;1663
Anton;Petrovich;Volkov;1923;97;54615
Arkady;Stanislavovich;Koshkin;1960;60;35242
Slava;Evgenievich;Eliseev;1951;69;8661
Georgiy;Nikolaevich;Rzhevskiy;1991;29;95770
Vasiliy;Evgenievich;Sobolev;1964;56;26572
Andrey;Evgenievich;Sobolev;1994;26;63380
Arnold;Ivanovich;Kamishev;1986;34;83855
Arseny;Stanislavovich;Moryashov;2013;7;72887
Vladislav;Svytoslavich;Koshkin;2010;10;12790
Ivan;Evgenievich;Borisov;1973;47;22452
Yuriy;Dmitrievich;Artemov;1985;35;63393
Evgeniy;Petrovich;Okunevskiy;2002;18;19421
Oleg;Ivanovich;Artemov;2000;20;18866
Evgeniy;Borisovich;Moryashov;2015;5;59001
Oleg;Vasilievich;Nikitin;1939;81;52519
Vasiliy;Borisovich;Sobolev;1928;92;34675
George;Stanislavovich;Rogkov;1942;78;6222
Vasiliy;Borisovich;Petrov;1933;87;40504
Dmitriy;Stanislavovich;Petrov;1991;29;15247
Evgeniy;Evgenievich;Borisov;1967;53;56755
Nikita;Olegovich;Eliseev;1959;61;63084
Nikolay;Ivanovich;Victorov;2005;15;24735
Bohdan;Olegovich;Victorov;1959;61;85259
Maxim;Borisovich;Victorov;1989;31;26136
Anton;Ivanovich;Krasnov;1967;53;15457
Vladislav;Petrovich;Fedoro;1922;98;99615
Nikolay;Dmitrievich;Victorov;1969;51;43403
Yuriy;Vladimirovich;Ribin;1917;103;65092
Evgeniy;Vladimirovich;Lisev;1979;41;93807
Maxim;Vasilievich;Victorov;1938;82;96688
Ivan;Svytoslavich;Rzhevskiy;1956;64;2435
Maxim;Stanislavovich;Kamishev;1962;58;1028
Vitaliy;Svytoslavich;Ribin;1935;85;20993
Peter;Olegovich;Lisev;1965;55;31391
Denis;Nikolaevich;Dmitriev;2005;15;89599
Andrey;Stanislavovich;Petrov;2009;11;11926
Vitaliy;Borisovich;Artemov;1950;70;37165
Andrey;Vasilievich;Ivanov;1972;48;73171
Boris;Nikolaevich;Ribin;1942;78;67656
Anton;Vladimirovich;Lisev;2002;18;21930
Victor;Evgenievich;Fedoro;1983;37;27130
Stanislav;Olegovich;Petrov;1951;69;98620
Denis;Dmitrievich;Sobolev;1942;78;85082
Victor;Ivanovich;Eliseev;1965;55;25312
Anton;Stanislavovich;Dmitriev;1932;88;65950
George;Evgenievich;Sobolev;1966;54;30744
Alex;Ivanovich;Ribin;1911;109;95931
Artem;Borisovich;Dmitriev;1951;69;66844
Vasiliy;Petrovich;Koshkin;1921;99;48280
Arnold;Olegovich;Lisev;1957;63;17502
Nikita;Olegovich;Koshkin;1926;94;40073
Arnold;Victorovich;Victorov;1995;25;56749
Maxim;Olegovich;Dmitriev;1930;90;17160
Slava;Vasilievich;Rzhevskiy;1946;74;52708
Arseny;Dmitrievich;Moryashov;1966;54;24417
Arnold;Ivanovich;Volkov;1917;103;48359
Nikita;Stanislavovich;Borisov;1946;74;57808
Vladislav;Stanislavovich;Ribin;1976;44;92449
Dmitriy;Nikolaevich;Volkov;1987;33;95718
Arnold;Nikolaevich;Borisov;1930;90;56581
Maxim;Nikolaevich;Artemov;2012;8;72106
Nikita;Ivanovich;Nikitin;1982;38;70134
German;Olegovich;Artemov;2010;10;45606
Bohdan;Vitalievich;Kamishev;1933;87;45298
Georgiy;Dmitrievich;Ivanov;1936;84;99356
Vladislav;Vasilievich;Artemov;1938;82;63319
Oleg;Olegovich;Borisov;1959;61;38520
Slava;Evgenievich;Petrov;1960;60;61879
Arkady;Evgenievich;Dmitriev;1995;25;98962
Denis;Victorovich;Rogkov;2017;3;15372
Nikita;Olegovich;Kamishev;2005;15;3024
German;Victorovich;Victorov;2016;4;46836
George;Evgenievich;Okunevskiy;1983;37;60658
Denis;Evgenievich;Rzhevskiy;2017;3;65208
George;Victorovich;Koshkin;1966;54;77327
Georgiy;Evgenievich;Sobolev;2007;13;96841
Andrey;Victorovich;Sobolev;1928;92;57869
Rustam;Petrovich;Sobolev;1993;27;88079
Stanislav;Petrovich;Artemov;1916;104;49436
Artem;Dmitrievich;Krasnov;1960;60;9155
Ivan;Ivanovich;Volkov;1930;90;9894
German;Ivanovich;Eliseev;1910;110;698
Vitaliy;Svytoslavich;Koshkin;1930;90;82753
Anton;Dmitrievich;Victorov;1943;77;85668
Victor;Vasilievich;Artemov;1912;108;68498
Vladislav;Vitalievich;Krasnov;1933;87;33707
Yuriy;Nikolaevich;Okunevskiy;1992;28;67555
Arkady;Evgenievich;Koshkin;1973;47;24585
